Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Location of event,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Type of education facility,Attacks on Schools,Attacks on Universities,Military Occupation of Education facility,Arson attack on education facility,Forced Entry into education facility,Damage/Destruction To Ed facility Event,Attacks on Students and Teachers,Educators Killed,Educators Injured,Educators Kidnapped,Educators Arrested,Known Educators Kidnap Or Arrest Outcome,Students Attacked in School,Students Killed,Students Injured,Students Kidnapped,Known Student Kidnap Or Arrest Outcome,Students Arrested,Sexual Violence Affecting School Age Children,SiND Event ID,Date Event Entered,Date Event Modified
2025-12-11,,Ukraine,UKR,Kherson Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Unspecified Explosive,Pre-School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123005,2026-01-15,2026-02-04
2025-12-11,,Ecuador,ECU,Napo,,,censored,Unspecified Location,No Information,No Information,No Information on the Weapon Used,Not Applicable,0,0,0,0,0,0,False,1,0,1,0,Killed,0,0,0,0,,0,0,123039,2026-01-16,2026-02-04
2025-12-11,,OPT,PSE,Gaza Strip,,,censored,Education Building ,Government: Military,Israeli Defence Forces,Artillery,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123079,2026-01-17,2026-02-04
2025-12-11,,Ukraine,UKR,Kherson Oblast,,,censored,Education Building ,Government: Military,Armed Forces of Ukraine,Aerial Bomb: Drone,Pre-School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123372,2026-01-22,2026-03-10
2025-12-11,,Russia,RUS,Central Federal District,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of Ukraine,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123397,2026-01-22,2026-02-04
2025-12-11,,Pakistan,PAK,Khyber Pakhtunkhwa,,,censored,Education Building ,NSA,TTP Tehrik-i-Taliban Pakistan,Unspecified Explosive,Primary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123476,2026-01-26,2026-03-10
2025-12-11,,Pakistan,PAK,Khyber Pakhtunkhwa,,,censored,Private Travel,NSA,Unidentified Armed Actor,Firearms,Not Applicable,0,0,0,0,0,0,False,2,0,0,0,,0,0,0,0,,0,0,123499,2026-01-26,2026-03-10
2025-12-11,,Myanmar,MMR,Kayah State,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123523,2026-01-27,2026-03-10
2025-12-11,,Myanmar,MMR,Tharrawaddy District,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Air-Launched: Other,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123524,2026-01-27,2026-03-10
2025-12-10,,OPT,PSE,Gaza Strip,,,censored,Education Building ,Government: Military,Israeli Defence Forces,Shelling,School: No Further Details,0,0,0,0,0,0,True,0,0,0,0,,2,0,0,0,,0,0,122485,2026-01-05,2026-02-04
2025-12-10,,DRC,COD,Tshopo,,,censored,Unspecified Location,NSA,Unidentified Armed Actor,Firearms,Not Applicable,0,0,0,0,0,0,False,0,2,0,0,,0,0,0,0,,0,0,123038,2026-01-16,2026-03-10
2025-12-10,,DRC,COD,Tshopo,,,censored,Home,NSA,Unidentified Armed Actor,Firearms,Not Applicable,0,0,0,0,0,0,False,0,1,0,0,,0,0,0,0,,0,0,123040,2026-01-16,2026-03-10
2025-12-10,,DRC,COD,Tshopo,,,censored,Home,Criminal,Criminal,Firearms,Not Applicable,0,0,0,0,0,0,False,0,2,0,0,,0,0,0,0,,0,0,123041,2026-01-16,2026-03-10
2025-12-10,,Ethiopia,ETH,Amhara Region,,,censored,Education Building ,Government: Military,Ethiopian National Defense Forces,Aerial Bomb: Drone,Primary School,1,0,0,0,0,1,True,0,0,0,0,,10,0,10,0,,0,0,123065,2026-01-16,2026-03-10
2025-12-10,,Ethiopia,ETH,Amhara Region,,,censored,Education Building ,Government: Military,Ethiopian National Defense Forces,Firearms,Secondary School,1,0,1,0,1,0,False,0,0,0,0,,0,0,0,0,,0,0,123080,2026-01-17,2026-03-10
2025-12-10,,Mali,MLI,Kayes,,,censored,Unspecified Location,NSA,Jama'at Nasr al-Islam wal Muslimin,Firearms,University,0,1,0,0,0,0,True,1,1,0,0,,2,0,0,0,,0,0,123088,2026-01-17,2026-03-10
2025-12-10,,Ukraine,UKR,Kharkiv Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,Secondary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123369,2026-01-22,2026-03-10
2025-12-09,,Ukraine,UKR,Dnipropetrovsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123361,2026-01-22,2026-03-10
2025-12-09,,OPT,PSE,West Bank,,,censored,Education Building ,Government: Military,Israeli Defence Forces,Firearms,University,0,1,0,0,1,0,False,0,0,0,0,,0,0,0,0,,0,0,123435,2026-01-23,2026-02-06
2025-12-09,,OPT,PSE,West Bank,,,censored,Education Building ,Government: Military,Israeli Defence Forces,Firearms,University,0,1,0,0,1,0,True,0,0,0,0,,0,0,0,0,Freed,1,0,123443,2026-01-23,2026-02-04
2025-12-09,,Pakistan,PAK,Khyber Pakhtunkhwa,,,censored,Education Building ,NSA,TTP Tehrik-i-Taliban Pakistan,Unspecified Explosive,Secondary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123474,2026-01-26,2026-03-10
2025-12-09,,Pakistan,PAK,Khyber Pakhtunkhwa,,,censored,Education Building ,NSA,Unidentified Armed Actor,Unspecified Explosive,Primary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123475,2026-01-26,2026-03-10
2025-12-09,,Myanmar,MMR,Sagaing Region,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Firearms,School: No Further Details,1,0,1,0,1,0,False,0,0,0,0,,0,0,0,0,,0,0,123516,2026-01-27,2026-03-10
2025-12-09,,Myanmar,MMR,Sagaing Region,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Firearms,Secondary School,1,0,1,0,1,0,False,0,0,0,0,,0,0,0,0,,0,0,123517,2026-01-27,2026-03-10
2025-12-09,,Myanmar,MMR,Magway,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123519,2026-01-27,2026-03-10
2025-12-09,,Myanmar,MMR,Chin,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Firearms,School: No Further Details,1,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,123522,2026-01-27,2026-03-10
2025-12-08,,Ethiopia,ETH,Amhara Region,,,censored,Education Building ,Government: Military,Ethiopian National Defense Forces,Shelling,Primary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123064,2026-01-16,2026-03-10
2025-12-08,,Nigeria,NGA,Federal Capital Territory,,,censored,Unspecified Location,NSA,Unidentified Armed Actor,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,1,0,NoInformation,0,0,0,0,,0,0,123178,2026-01-19,2026-02-04
2025-12-08,,Ukraine,UKR,Kirovohrad Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123357,2026-01-22,2026-03-10
2025-12-08,,Ukraine,UKR,Sumy Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Plane,Pre-School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123358,2026-01-22,2026-03-10
2025-12-08,,Ukraine,UKR,Chernihiv Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,Pre-School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123360,2026-01-22,2026-03-10
2025-12-07,,Sudan,SDN,South Kordufan,,,censored,Education Building ,Vigilante,Rapid Support Forces,Aerial Bomb: Drone,Primary School,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,122596,2026-01-07,2026-02-04
2025-12-07,,Cameroon,CMR,Far-North,,,censored,Education Building ,NSA,Islamic State West Africa Province,Firearms,Primary School,1,0,0,0,1,1,False,0,0,0,0,,0,0,0,0,,0,0,123024,2026-01-16,2026-03-10
2025-12-07,,Ethiopia,ETH,Amhara Region,,,censored,Education Building ,Government: Military,Ethiopian National Defense Forces,Aerial Bomb: Drone,Secondary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123059,2026-01-16,2026-03-10
2025-12-07,,South Sudan,SSD,Western Bahr el Ghazal State,,,censored,Private Travel,Government: Military,South Sudan People's Defence Force,Firearms,Primary School,0,0,0,0,0,0,True,0,0,0,0,,1,0,0,0,,0,0,123107,2026-01-18,2026-02-04
2025-12-07,,Ukraine,UKR,Chernihiv Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,Pre-School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123318,2026-01-21,2026-03-10
2025-12-07,,Ukraine,UKR,Dnipropetrovsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123354,2026-01-22,2026-03-10
2025-12-07,,Ukraine,UKR,Dnipropetrovsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123355,2026-01-22,2026-03-10
2025-12-07,,Ukraine,UKR,Donetsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123356,2026-01-22,2026-03-10
2025-12-07,,Myanmar,MMR,Sagaing Region,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Aerial Bomb: Plane,Pre-School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123510,2026-01-27,2026-03-10
2025-12-07,,Myanmar,MMR,Sagaing Region,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Artillery,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123511,2026-01-27,2026-03-10
2025-12-07,,Myanmar,MMR,Sagaing Region,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123513,2026-01-27,2026-03-10
2025-12-07,,Myanmar,MMR,Magway,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Air-Launched: Other,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123514,2026-01-27,2026-03-10
2025-12-07,,Burundi,BDI,Cankuzo,,,censored,Education Building ,Multiple,"Force de défense nationale Burundi, Forces armées de la République démocratique du Congo, Forces démocratiques de libération du Rwanda, Wazalendo (DRC local militia)",Firearms,Primary School,1,0,1,0,1,0,False,0,0,0,0,,0,0,0,0,,0,0,124441,2026-02-08,2026-02-20
2025-12-06,,Ukraine,UKR,Chernihiv Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,University,0,1,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,122996,2026-01-15,2026-04-24
2025-12-06,,Myanmar,MMR,Kayah State,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123122,2026-01-18,2026-03-10
2025-12-06,,Ukraine,UKR,Donetsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Unspecified Explosive,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123316,2026-01-21,2026-03-10
2025-12-06,,Ukraine,UKR,Donetsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123317,2026-01-21,2026-03-10
2025-12-06,,Russia,RUS,Central Federal District,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of Ukraine,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123396,2026-01-22,2026-02-04
2025-12-06,,Myanmar,MMR,Sagaing Region,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123491,2026-01-26,2026-02-04
2025-12-06,,Myanmar,MMR,Mandalay,,,censored,Public Building,Other,People's Defence Force (Myanmar),Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,1,0,NoInformation,0,0,0,0,,0,0,123494,2026-01-26,2026-02-04
2025-12-06,,Myanmar,MMR,Magway,,,censored,Private Travel,Other,People's Defence Force (Myanmar),Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,1,0,NoInformation,0,0,0,0,,0,0,123508,2026-01-27,2026-02-06
2025-12-06,,Myanmar,MMR,Tharrawaddy District,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Air-Launched: Other,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123509,2026-01-27,2026-03-10
2025-12-05,,Niger,NER,Dosso Region,,,censored,Private Travel,NSA,Islamic State of the Greater Sahara,Firearms,Not Applicable,0,0,0,0,0,0,False,2,0,0,0,,0,0,0,0,,0,0,123090,2026-01-17,2026-02-04
2025-12-05,,Nigeria,NGA,Enugu State,,,censored,Education Building ,NSA,Unidentified Armed Actor,Firearms,Secondary School,1,0,0,0,1,1,False,0,0,0,0,,0,0,0,0,,0,0,123176,2026-01-19,2026-02-06
2025-12-05,,Ukraine,UKR,Dnipropetrovsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123314,2026-01-21,2026-03-10
2025-12-05,,Myanmar,MMR,Sagaing Region,,,censored,Public Building,Government: Military,Myanmar Armed Forces,Aerial Bomb: Plane,Not Applicable,0,0,0,0,0,0,False,2,0,0,0,,0,0,0,0,,0,0,123488,2026-01-26,2026-02-04
2025-12-04,,Sudan,SDN,South Kordufan,,,censored,Education Building ,Multiple,"Rapid Support Forces, Sudan People's Liberation Movement - North",Aerial Bomb: Drone,Pre-School,1,0,0,0,0,1,True,0,0,0,0,,50,33,0,0,,0,0,122591,2026-01-07,2026-02-04
2025-12-04,,DRC,COD,South Kivu,,,censored,Education Building ,NSA,"March 23 Movement, Wazalendo (DRC local militia)",Shelling,Primary School,1,0,0,0,0,1,True,0,0,0,0,,3,0,3,0,,0,0,123034,2026-01-16,2026-03-10
2025-12-04,,Ukraine,UKR,Dnipropetrovsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123307,2026-01-21,2026-03-10
2025-12-04,,Ukraine,UKR,Zaporizhzhia Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123308,2026-01-21,2026-03-10
2025-12-04,,Ukraine,UKR,Dnipropetrovsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123311,2026-01-21,2026-03-10
2025-12-04,,Ukraine,UKR,Donetsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123312,2026-01-21,2026-03-10
2025-12-04,,Russia,RUS,Central Federal District,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of Ukraine,Aerial Bomb: Drone,Pre-School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123395,2026-01-22,2026-02-06
2025-12-03,,Afghanistan,AFG,Kandahar Province,,,censored,Education Building ,Government/Self-Declared Government,Islamic Emirate of Afghanistan,Firearms,University,0,0,0,0,0,0,True,0,0,0,0,,1,0,0,0,NoInformation,1,0,121225,2025-12-16,2026-01-04
2025-12-03,,Myanmar,MMR,Mandalay,,,censored,Education Building ,Other,People's Defence Force (Myanmar),Aerial Bomb: Drone,Secondary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,122620,2026-01-08,2026-02-05
2025-12-03,,DRC,COD,South Kivu,,,censored,Education Building ,NSA,"March 23 Movement, Wazalendo (DRC local militia)",Shelling,Primary School,1,0,0,0,0,1,True,0,0,0,0,,4,4,0,0,,0,0,123029,2026-01-16,2026-03-10
2025-12-03,,DRC,COD,South Kivu,,,censored,Education Building ,NSA,"March 23 Movement, Wazalendo (DRC local militia)",Shelling,Primary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123033,2026-01-16,2026-03-10
2025-12-03,,South Sudan,SSD,Jonglei,,,censored,Education Building ,Government: Military,South Sudan People's Defence Force,Aerial Bomb: Plane,Secondary School,1,0,0,0,0,1,True,0,0,0,0,,1,0,1,0,,0,0,123108,2026-01-18,2026-03-10
2025-12-03,,Ukraine,UKR,Dnipropetrovsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Missile,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123305,2026-01-21,2026-03-10
2025-12-03,,Ukraine,UKR,Dnipropetrovsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Missile,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123306,2026-01-21,2026-03-10
2025-12-03,,South Sudan,SSD,Jonglei,,,censored,Education Building ,Government: Military,South Sudan People's Defence Force,Aerial Bomb: Plane,Secondary School,1,0,0,0,0,1,True,0,0,0,0,,1,0,1,0,,0,0,124549,2026-02-10,2026-02-13
2025-12-02,,DRC,COD,South Kivu,,,censored,Education Building ,Multiple,"Force de défense nationale Burundi, Forces armées de la République démocratique du Congo, Forces démocratiques de libération du Rwanda, March 23 Movement, Wazalendo (DRC local militia)",Shelling,Secondary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,121180,2025-12-15,2026-01-04
2025-12-02,,Ukraine,UKR,Kherson Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Rocket,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,122534,2026-01-06,2026-02-05
2025-12-02,,OPT,PSE,Gaza Strip,,,censored,Education Building ,Government: Military,Israeli Defence Forces,Artillery,School: No Further Details,1,0,0,0,0,1,True,0,0,0,0,,1,0,0,0,,0,0,123074,2026-01-17,2026-02-05
2025-12-02,,Nigeria,NGA,Kwara State,,,censored,Education Building ,NSA,Unidentified Armed Actor,Firearms,University,0,0,0,0,0,0,True,0,0,0,0,,1,1,0,0,,0,0,123104,2026-01-18,2026-02-06
2025-12-02,,Nigeria,NGA,Rivers State,,,censored,Education Building ,NSA,Unidentified Armed Actor,Firearms,University,0,1,0,0,1,0,True,0,0,0,0,,5,5,0,5,Freed,0,0,123173,2026-01-19,2026-02-06
2025-12-02,,Ukraine,UKR,Donetsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123301,2026-01-21,2026-03-10
2025-12-02,,Ukraine,UKR,Donetsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123303,2026-01-21,2026-03-10
2025-12-02,,Ukraine,UKR,Dnipropetrovsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Plane,Secondary School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123304,2026-01-21,2026-03-10
2025-12-02,,Pakistan,PAK,Balochistan,,,censored,On Way To or From School,NSA,Balochistan Liberation United Front,Firearms,Not Applicable,0,0,0,0,0,0,False,0,0,0,1,NoInformation,0,0,0,0,,0,0,123473,2026-01-26,2026-02-22
2025-12-02,,Myanmar,MMR,Mandalay,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Firearms,School: No Further Details,1,0,1,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,123485,2026-01-26,2026-02-04
2025-12-01,,Sudan,SDN,Blue Nile,,,censored,Education Building ,Government: Military,Sudanese Armed Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,True,0,0,0,0,,40,10,0,0,,0,0,122589,2026-01-07,2026-02-05
2025-12-01,,Myanmar,MMR,Mandalay,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Artillery,Secondary School,1,0,1,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,122616,2026-01-08,2026-02-04
2025-12-01,,Ukraine,UKR,Dnipropetrovsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Unspecified Explosive,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123297,2026-01-21,2026-03-10
2025-12-01,,Ukraine,UKR,Dnipropetrovsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Unspecified Explosive,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123298,2026-01-21,2026-03-10
2025-12-01,,Ukraine,UKR,Dnipropetrovsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Unspecified Explosive,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123299,2026-01-21,2026-03-10
2025-12-01,,Ukraine,UKR,Dnipropetrovsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Unspecified Explosive,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123300,2026-01-21,2026-03-10
2025-11-30,,Colombia,COL,La Guajira,,,censored,Home,NSA,Unidentified Armed Actor,Firearms,Not Applicable,0,0,0,0,0,0,False,1,0,1,0,Killed,0,0,0,0,,0,0,123031,2026-01-16,2026-02-04
2025-11-29,,Sudan,SDN,South Kordufan,,,censored,Education Building ,Government: Military,Sudanese Armed Forces,Aerial Bomb: Plane,University,0,1,0,0,0,1,True,0,0,0,0,,40,0,0,0,,0,0,121558,2025-12-26,2026-03-10
2025-11-29,,Ukraine,UKR,Kyiv Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,Pre-School,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123296,2026-01-21,2026-03-10
2025-11-29,,Myanmar,MMR,Ayeyarwady,,,censored,Education Building ,Government: Military,Myanmar Armed Forces,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123385,2026-01-22,2026-03-10
2025-11-28,,Ukraine,UKR,Sumy Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,122438,2026-01-03,2026-03-10
2025-11-28,,Ukraine,UKR,Dnipropetrovsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,122439,2026-01-03,2026-03-10
2025-11-28,,Ukraine,UKR,Donetsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,122440,2026-01-03,2026-03-10
2025-11-28,,Ukraine,UKR,Dnipropetrovsk Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Plane,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,122441,2026-01-03,2026-03-10
2025-11-28,,Pakistan,PAK,Khyber Pakhtunkhwa,,,censored,Education Building ,NSA,TTP Tehrik-i-Taliban Pakistan,Unspecified Explosive,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,122645,2026-01-08,2026-03-10
2025-11-28,,Pakistan,PAK,Khyber Pakhtunkhwa,,,censored,Education Building ,NSA,TTP Tehrik-i-Taliban Pakistan,Unspecified Explosive,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,122646,2026-01-08,2026-03-10
2025-11-28,,Myanmar,MMR,Shan State,,,censored,Education Building ,Government/Self-Declared Government,Government of Myanmar,Not Applicable: No Direct Violence,Not Applicable,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,0,,0,0,123383,2026-01-22,2026-01-25
2025-11-28,,Syria,SYR,Deir ez-Zor Governorate,,,censored,Education Building ,No Information,Unidentified Armed Actor,Chemical or Hot Liquid,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123456,2026-01-23,2026-02-06
2025-11-27,,Ethiopia,ETH,Amhara Region,,,censored,Education Building ,Government: Military,Ethiopian National Defense Forces,Arson,School: No Further Details,1,0,0,1,0,1,False,0,0,0,0,,0,0,0,0,,0,0,121515,2025-12-22,2026-03-10
2025-11-27,,Kenya,KEN,Machakos County,,,censored,Education Building ,NSA,Unidentified Armed Actor,Firearms,Primary School,1,0,0,0,1,0,False,0,0,0,0,,0,0,0,0,,0,0,121517,2025-12-22,2026-02-04
2025-11-27,,Ukraine,UKR,Kherson Oblast,,,censored,Education Building ,Foreign Forces: Military,Armed Forces of the Russian Federation,Aerial Bomb: Drone,School: No Further Details,1,0,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,122437,2026-01-03,2026-03-10
2025-11-27,,Philippines,PHL,Bangsamoro,,,censored,Unspecified Location,No Information,No Information,Firearms,Not Applicable,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,0,,0,0,122647,2026-01-08,2026-02-04
2025-11-27,,Ethiopia,ETH,Tigray,,,censored,Education Building ,NSA,Unidentified Armed Actor,Unspecified Explosive,University,0,1,0,0,0,1,False,0,0,0,0,,0,0,0,0,,0,0,123057,2026-01-16,2026-03-10
